experiment_id,run_id,condition,task_name,global_instance_id,task_instance_id,trajectory_index,split,run_dir,run_present,marker,completed,failure_class,requested_seed,seed_supported,model,model_revision,endpoint,temperature,max_tokens,confidence_mode,timeout_seconds,prompt_hash,final_response_raw_chars,solution_block_status,final_answer_parsed,answer_canonical,answer_parse_status,answer_cluster_key,final_confidence,final_confidence_0_100,confidence_parse_status,wall_time_seconds,started_at,ended_at,error,llm_call_count,total_input_tokens,total_output_tokens,total_tokens,token_usage_available,model_time_seconds,tool_time_seconds,code_execution_count,tool_call_count,unique_tool_count,failed_tool_call_count,failed_tool_call_fraction,repeated_tool_call_count,repeated_tool_call_fraction,retry_count,parse_error_count,exception_count,retrieval_count,generated_chars,message_count,ai_message_count,observation_count,execute_block_count,solution_block_count,parse_error_message_count,visible_plan_step_count,plan_revision_count,finish_reasons,n_events,reward,strict_reward,evaluation_status,evaluation_error,correct,peak_input_tokens,runaway_generations,hard_budget_hits
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0064-adju-t1-6696009e,adjudication,gwas_causal_gene_gwas_catalog,427,64,1,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0064/adjudication/t1,True,COMPLETE,True,confidence_parse_failure,9001,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,8d748dcff57f1f99,6159,ok,ANGPTL4,ANGPTL4,ok,ANGPTL4,,,missing,255.809,1786390710.8983936,1786390966.721165,,14,194825.0,9190.0,204015.0,True,226.819,11.535,12,2,2,2,0.16666666666666666,0,0.0,0,0,0,1,32286,26,25,12,12,1,0,13,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",64,0.0,0.0,ok,,0,18660,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0064-adju-t2-e0bf33f8,adjudication,gwas_causal_gene_gwas_catalog,427,64,2,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0064/adjudication/t2,True,COMPLETE,True,confidence_parse_failure,9002,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,8d748dcff57f1f99,3000,ok,ANGPTL4,ANGPTL4,ok,ANGPTL4,,,missing,340.971,1786390710.1633494,1786391051.2061884,,15,219745.0,9199.0,228944.0,True,231.435,91.404,13,3,2,6,0.46153846153846156,1,0.3333333333333333,0,0,0,1,35515,28,27,13,13,1,0,14,,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",69,0.0,0.0,ok,,0,20578,0,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0128-adju-t0-0fdb4fce,adjudication,gwas_causal_gene_gwas_catalog,424,128,0,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0128/adjudication/t0,True,COMPLETE,True,confidence_parse_failure,9000,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,aad6f62260bf97f0,7143,ok,ZPR1,ZPR1,ok,ZPR1,,,missing,488.131,1786390710.4394758,1786391198.5792878,,20,253688.0,12801.0,266489.0,True,327.389,142.751,18,1,1,2,0.1111111111111111,0,0.0,0,0,0,1,51286,38,37,18,18,1,0,19,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",88,0.0,0.0,ok,,0,25344,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0128-adju-t1-e0419bf3,adjudication,gwas_causal_gene_gwas_catalog,424,128,1,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0128/adjudication/t1,True,COMPLETE,True,confidence_parse_failure,9001,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,aad6f62260bf97f0,5160,ok,ZPR1,ZPR1,ok,ZPR1,,,missing,362.363,1786390711.2284746,1786391073.600995,,19,180024.0,13753.0,193777.0,True,343.394,1.804,16,0,0,2,0.125,0,,0,0,0,1,48745,36,34,16,16,1,1,18,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",78,0.0,0.0,ok,,0,16549,2,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0128-adju-t2-6d33cc63,adjudication,gwas_causal_gene_gwas_catalog,424,128,2,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0128/adjudication/t2,True,FAILED,False,budget_terminated_consecutive_runaway,9002,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,aad6f62260bf97f0,0,empty,,,empty,,,,missing,566.169,1786390863.586258,1786391429.76438,BudgetExceeded: trajectory budget exceeded: consecutive_runaway,19,407292.0,13939.0,421231.0,True,371.362,180.591,15,5,3,6,0.4,1,0.2,0,0,1,1,35298,0,0,0,0,0,0,0,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""length"", ""length"", ""length""]",94,0.0,0.0,unparseable_answer,,0,36443,4,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0138-adju-t0-119e05a4,adjudication,gwas_causal_gene_gwas_catalog,421,138,0,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0138/adjudication/t0,True,COMPLETE,True,confidence_parse_failure,9000,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,95e304deb8e61b00,7294,ok,SLCO1A2,SLCO1A2,ok,SLCO1A2,,,missing,436.19,1786390902.2355669,1786391338.4362304,,22,251434.0,13573.0,265007.0,True,353.535,76.502,20,1,1,1,0.05,0,0.0,0,0,0,1,51900,42,41,20,20,1,0,21,,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",93,0.0,0.0,ok,,0,21054,0,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0138-adju-t1-548cfffa,adjudication,gwas_causal_gene_gwas_catalog,421,138,1,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0138/adjudication/t1,True,COMPLETE,True,confidence_parse_failure,9001,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,95e304deb8e61b00,4950,ok,SLCO1B1,SLCO1B1,ok,SLCO1B1,,,missing,316.306,1786390927.774405,1786391244.0900493,,16,186105.0,10611.0,196716.0,True,275.81,27.524,13,8,1,0,0.0,0,0.0,0,0,0,1,36265,30,28,13,13,1,1,15,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""length"", ""stop""]",82,1.0,1.0,ok,,1,22096,2,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0138-adju-t2-5da84045,adjudication,gwas_causal_gene_gwas_catalog,421,138,2,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0138/adjudication/t2,True,COMPLETE,True,confidence_parse_failure,9002,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,95e304deb8e61b00,7932,ok,SLCO1A2,SLCO1A2,ok,SLCO1A2,,,missing,368.817,1786390947.0515578,1786391315.9464757,,20,201966.0,11170.0,213136.0,True,292.241,70.094,18,2,2,4,0.2222222222222222,0,0.0,0,0,0,1,42004,38,37,18,18,1,0,19,,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",86,0.0,0.0,ok,,0,20529,0,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0170-adju-t0-b4125e89,adjudication,gwas_causal_gene_gwas_catalog,390,170,0,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0170/adjudication/t0,True,COMPLETE,True,confidence_parse_failure,9000,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,de2f734a50e5cc95,6142,ok,PRKAG1,PRKAG1,ok,PRKAG1,,,missing,175.275,1786390971.2125783,1786391146.5094543,,11,59643.0,6371.0,66014.0,True,165.813,2.823,9,0,0,2,0.2222222222222222,0,,0,0,0,1,25967,20,19,9,9,1,0,10,,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",46,1.0,1.0,ok,,1,13150,0,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0170-adju-t1-86eb1345,adjudication,gwas_causal_gene_gwas_catalog,390,170,1,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0170/adjudication/t1,True,COMPLETE,True,confidence_parse_failure,9001,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,de2f734a50e5cc95,3284,ok,PRKAG1,PRKAG1,ok,PRKAG1,,,missing,181.419,1786391056.236686,1786391237.666254,,11,83189.0,5844.0,89033.0,True,153.469,12.352,9,1,1,3,0.3333333333333333,0,0.0,0,0,0,1,23854,20,19,9,9,1,0,10,,"[""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",48,1.0,1.0,ok,,1,13150,0,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0170-adju-t2-d0314733,adjudication,gwas_causal_gene_gwas_catalog,390,170,2,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0170/adjudication/t2,True,COMPLETE,True,confidence_parse_failure,9002,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,de2f734a50e5cc95,2792,ok,PRKAG1,PRKAG1,ok,PRKAG1,,,missing,272.994,1786391078.0655918,1786391351.071005,,22,143627.0,10043.0,153670.0,True,264.584,2.069,20,0,0,9,0.45,0,,0,0,0,1,36850,42,41,20,20,1,0,21,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",91,1.0,1.0,ok,,1,13150,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0379-adju-t0-3772f3ed,adjudication,gwas_causal_gene_gwas_catalog,432,379,0,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0379/adjudication/t0,True,COMPLETE,True,agent_parse_failure,9000,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,7b6045c4ca6cc1d1,6584,ok,PMFBP1,,ambiguous,,,,missing,241.566,1786391151.266172,1786391392.841418,,13,128207.0,6466.0,134673.0,True,173.502,49.94,11,1,1,0,0.0,0,0.0,0,0,0,1,23157,24,23,11,11,1,0,12,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",57,0.0,0.0,unparseable_answer,,0,17085,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0379-adju-t1-99515029,adjudication,gwas_causal_gene_gwas_catalog,432,379,1,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0379/adjudication/t1,True,COMPLETE,True,confidence_parse_failure,9001,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,7b6045c4ca6cc1d1,4761,ok,DHODH,DHODH,ok,DHODH,,,missing,316.226,1786391203.3827662,1786391519.6179652,,10,177069.0,7026.0,184095.0,True,184.971,117.18,8,2,2,0,0.0,0,0.0,0,0,0,1,28143,18,17,8,8,1,0,9,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",50,0.0,0.0,ok,,0,26875,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0379-adju-t2-b6e16d00,adjudication,gwas_causal_gene_gwas_catalog,432,379,2,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0379/adjudication/t2,True,COMPLETE,True,confidence_parse_failure,9002,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,7b6045c4ca6cc1d1,6175,ok,HP,HP,ok,HP,,,missing,269.078,1786391241.8848119,1786391510.9739118,,14,164673.0,8288.0,172961.0,True,222.668,33.704,12,2,2,2,0.16666666666666666,0,0.0,0,0,0,1,32704,26,25,12,12,1,0,13,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",63,0.0,0.0,ok,,0,19439,1,0
track_c_adjudication_pilot,gwas_causal_gene_gwas_catalog-i0406-adju-t0-3c901e5d,adjudication,gwas_causal_gene_gwas_catalog,406,406,0,val,/scratch/11034/atzanakak/biomni_unc_runs/track_c_adjudication_pilot/runs/gwas_causal_gene_gwas_catalog/i0406/adjudication/t0,True,COMPLETE,True,confidence_parse_failure,9000,False,biomni/Biomni-R0-32B-Preview,71432eb3d5e583bee757e0f9437a17e711e8e3d1,http://c561-007.stampede3.tacc.utexas.edu:30000/v1,0.7,2048,final_only,3600,36324ea3cf0751f7,3081,ok,SIK3,SIK3,ok,SIK3,,,missing,153.082,1786400825.2323475,1786400978.323101,,10,48590.0,5697.0,54287.0,True,142.241,2.02,8,0,0,2,0.25,0,,0,0,0,1,17876,18,17,8,8,1,0,9,,"[""length"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop"", ""stop""]",43,0.0,0.0,ok,,0,13072,1,0
